sep=|
Country|Resource|Quantity|Unit|Sector|Urgency|Time to ship from Canada to Country (days)|Date Resource is Required by (yyyy-mm-dd)
Liberia|Services and custom work|1.98|year|Forestry|0.06|12|2023-05-16
Liberia|Primary metallic minerals products|250763000.0|kilogram|Minerals and mining|0.14|6|2023-05-19
Liberia|Miscellaneous metal products|71706|kilogram|Minerals and mining|0.04|3|2023-05-14
Liberia|Refined petroleum products (fuels and lubricants)|59171.29|cubic_foot|Energy|0.02|11|2023-05-21
Liberia|Natural gas|8482962684.11|milliliter|Energy|0.05|6|2023-05-21
Liberia|Services|13345.38|day|Energy|0.05|8|2023-05-27
Liberia|Other bioproducts (from forestry biomass)|3229.77|pound|Forestry|0.11|0|2023-05-05
Liberia|Electricity|5670334800000.0|joule|Energy|0.01|9|2023-05-24
Liberia|Extraction|16446542400000.0|joule|Energy|0.06|8|2023-05-16
Libya|Other refined petroleum and coal products|427944.0|pint|Energy|0.02|6|2023-05-18
Libya|Extraction|7373448000000.0|joule|Energy|0.14|0|2023-05-05
Libya|Services and custom work|271.62|month|Minerals and mining|0.21|4|2023-05-06
Libya|Services|56495.17|day|Energy|0.38|1|2023-05-09
Libya|Primary sawmill and wood products|305200.0|yard|Forestry|0.25|0|2023-05-09
Liechtenstein|Crude oil|1066659.38|gallon|Energy|0.08|4|2023-05-08
Liechtenstein|Electricity|2212350|kilowatt_hour|Energy|0.15|1|2023-05-13
Liechtenstein|Extraction|6416051486.93|ounce|Forestry|0.08|1|2023-05-23
Liechtenstein|Natural gas|22198411.64|pint|Energy|0.02|2|2023-05-03
Liechtenstein|Services and custom work|1495.88|day|Forestry|0.13|6|2023-05-17
Liechtenstein|Biofuels|9300.97|gallon|Energy|0.08|3|2023-05-13
Liechtenstein|Primary sawmill and wood products|293825|foot|Forestry|0.02|4|2023-05-24
Liechtenstein|Refined petroleum products (fuels and lubricants)|118604522.02|cubic_centimeter|Energy|0.1|11|2023-05-20
Liechtenstein|Other refined petroleum and coal products|120648.0|quart|Energy|0.15|7|2023-05-29
Liechtenstein|Extraction|746017|kilowatt_hour|Energy|0.13|3|2023-05-09
Liechtenstein|Services and custom work|810.58|week|Minerals and mining|0.06|0|2023-05-03
Lithuania|Refined petroleum products (fuels and lubricants)|111157.39|cubic_foot|Energy|0.06|5|2023-05-29
Lithuania|Extraction|122257.35|ton|Forestry|0.01|1|2023-05-03
Lithuania|Electricity|3223873|kilowatt_hour|Energy|0.08|11|2023-05-29
Lithuania|Secondary wood products|85728.0|ounce|Forestry|0.04|13|2023-05-24
Lithuania|Extraction|15177128400000.0|joule|Energy|0.03|4|2023-05-14
Lithuania|Bioenergy|50475600000.0|joule|Energy|0.09|3|2023-05-26
Lithuania|Primary manufacturing|273642|kilowatt_hour|Minerals and mining|0.06|4|2023-05-11
Lithuania|Natural gas|7186787.35|liter|Energy|0.07|1|2023-05-14
Lithuania|Other refined petroleum and coal products|167300.0|quart|Energy|0.01|3|2023-05-06
Lithuania|Bioenergy and biofuel (from forestry biomass)|55872.0|pint|Forestry|0.04|0|2023-05-07
Lithuania|Primary pulp and paper products|164265000.0|kilogram|Forestry|0.08|4|2023-05-06
Lithuania|Miscellaneous metal products|90471.1|pound|Minerals and mining|0.07|0|2023-05-18
Lithuania|Secondary metal products|138156.98|metric_ton|Minerals and mining|0.06|11|2023-05-25
Lithuania|Biofuels|23310.54|quart|Energy|0.06|1|2023-05-08
Lithuania|Secondary paper products|145162000000.0|gram|Forestry|0.02|0|2023-05-12
Lithuania|Services|2091.65|week|Forestry|0.09|13|2023-05-29
Lithuania|Primary sawmill and wood products|78.52|kilometer|Forestry|0.08|4|2023-05-14
Lithuania|Coal|35870.99|metric_ton|Minerals and mining|0.05|0|2023-05-23
Luxembourg|Services and custom work|282.3|week|Forestry|0.11|2|2023-05-08
Luxembourg|Services|1626.13|week|Energy|0.01|8|2023-05-26
Luxembourg|Primary manufacturing|254910829.38|british_thermal_unit|Forestry|0.15|3|2023-05-08
Luxembourg|Bioenergy|23608604.66|british_thermal_unit|Energy|0.11|1|2023-05-25
Luxembourg|Primary manufacturing|2521645200000.0|joule|Energy|0.04|3|2023-05-08
Luxembourg|Metallic minerals|626893261.01|pound|Minerals and mining|0.01|0|2023-05-12
Luxembourg|Natural gas|10853450862.86|milliliter|Energy|0.11|4|2023-05-09
Luxembourg|Primary sawmill and wood products|7540440.0|inch|Forestry|0.14|3|2023-05-05
Luxembourg|Services|333504|hour|Minerals and mining|0.16|4|2023-05-26
Luxembourg|Secondary wood products|43413.78|kilogram|Forestry|0.09000000000000001|2|2023-05-06
Luxembourg|Electricity|2762456400000.0|joule|Energy|0.07|3|2023-05-11
Macao|Bioenergy|10516|kilowatt_hour|Energy|0.1|0|2023-05-15
Macao|Petrochemicals|802196894.44|cubic_centimeter|Energy|0.1|9|2023-05-16
Macao|Biofuels|29023|liter|Energy|0.16|0|2023-05-28
Macao|Bioenergy and biofuel (from forestry biomass)|69808.0|pint|Forestry|0.07|7|2023-05-20
Macao|Primary sawmill and wood products|25927.51|meter|Forestry|0.16|1|2023-05-05
Macao|Coal|35027.31|metric_ton|Minerals and mining|0.02|4|2023-05-08
Macao|Crude oil|2095805.81|pint|Energy|0.16|7|2023-05-27
Macao|Other bioproducts (from forestry biomass)|0.24|ton|Forestry|0.12|10|2023-05-23
Macao|Secondary metal products|911232000.0|ounce|Minerals and mining|0.06|1|2023-05-09
Macao|Primary non-metallic minerals products|1130631893.12|pound|Minerals and mining|0.02|11|2023-05-26
Macao|Primary manufacturing|4693262400000.0|joule|Minerals and mining|0.03|2|2023-05-04
Madagascar|Extraction|1929070289786.64|gram|Minerals and mining|0.14000000000000012|10|2023-05-20
Madagascar|Petrochemicals|148736399.82|cubic_centimeter|Energy|0.13|0|2023-05-15
Madagascar|Services and custom work|0.52|year|Forestry|0.19|10|2023-05-25
Madagascar|Extraction|86270|metric_ton|Forestry|0.03|8|2023-05-26
Madagascar|Primary forestry bioproducts|10374.95|ton|Forestry|0.2|2|2023-05-14
Madagascar|Primary manufacturing|4233199|kilowatt_hour|Energy|0.11|1|2023-05-03
Madagascar|Secondary paper products|3596497886.42|ounce|Forestry|0.12|4|2023-05-16
Madagascar|Other refined petroleum and coal products|30478|gallon|Energy|0.08|0|2023-05-02
Malawi|Refined petroleum products (fuels and lubricants)|2459098130.18|milliliter|Energy|0.04|12|2023-05-21
Malawi|Extraction|1102632249.12|kilogram|Minerals and mining|0.4|1|2023-05-16
Malawi|Secondary paper products|1546163574.14|ounce|Forestry|0.39|12|2023-05-20
Malawi|Other refined petroleum and coal products|373124254.14|milliliter|Energy|0.17|3|2023-05-14
Malaysia|Electricity|9091793421.39|british_thermal_unit|Energy|1.0|13|2023-05-19
Maldives|Primary non-metallic minerals products|102320000000.0|gram|Minerals and mining|0.11|5|2023-05-29
Maldives|Primary forestry bioproducts|5922.72|ton|Forestry|0.03|3|2023-05-11
Maldives|Non-metallic minerals|785474000.0|kilogram|Minerals and mining|0.07|12|2023-05-19
Maldives|Services|66560.83|day|Energy|0.09|2|2023-05-06
Maldives|Petrochemicals|478529045.26|cubic_centimeter|Energy|0.1|0|2023-05-12
Maldives|Bioenergy|27010509.39|british_thermal_unit|Energy|0.06|10|2023-05-16
Maldives|Secondary metal products|33177560311.28|gram|Minerals and mining|0.18|3|2023-05-28
Maldives|Biofuels|1245.57|gallon|Energy|0.08|11|2023-05-18
Maldives|Primary manufacturing|17005269600000.0|joule|Energy|0.1|2|2023-05-03
Maldives|Electricity|4953430800000.0|joule|Energy|0.14|3|2023-05-18
Maldives|Other refined petroleum and coal products|110526453.27|cubic_centimeter|Energy|0.03|0|2023-05-09
Maldives|Services|8240400.0|minute|Forestry|0.01|3|2023-05-06
Mali|Extraction|6784832000.0|ounce|Minerals and mining|0.0899999999999999|12|2023-05-25
Mali|Petrochemicals|646192.0|pint|Energy|0.07|4|2023-05-13
Mali|Metallic minerals|12561974973.26|ounce|Minerals and mining|0.09|4|2023-05-04
Mali|Tertiary metal products|31003168000.0|ounce|Minerals and mining|0.09|8|2023-05-23
Mali|Secondary paper products|308208447.16|pound|Forestry|0.01|10|2023-05-26
Mali|Primary manufacturing|8518980224.75|british_thermal_unit|Energy|0.11|3|2023-05-13
Mali|Bioenergy|8445600000.0|joule|Energy|0.09|10|2023-05-24
Mali|Primary forestry bioproducts|6628|metric_ton|Forestry|0.03|4|2023-05-27
Mali|Miscellaneous metal products|708318.79|pound|Minerals and mining|0.03|5|2023-05-19
Mali|Services|67536300.0|minute|Energy|0.01|10|2023-05-21
Mali|Primary manufacturing|4648472498.14|british_thermal_unit|Forestry|0.03|4|2023-05-15
Mali|Electricity|1049686|kilowatt_hour|Energy|0.04|7|2023-05-25
Mali|Biofuels|5744000.0|cubic_centimeter|Energy|0.1|4|2023-05-22
Mali|Secondary metal products|158171|ton|Minerals and mining|0.05|3|2023-05-11
Mali|Primary metallic minerals products|197127.43|ton|Minerals and mining|0.07|2|2023-05-06
Mali|Natural gas|1139066.18|gallon|Energy|0.09|13|2023-05-26
Malta|Services|116.1|month|Forestry|0.3|3|2023-05-05
Malta|Primary sawmill and wood products|545740|foot|Forestry|0.03|12|2023-05-25
Malta|Coal|126619402.9|kilogram|Minerals and mining|0.67|4|2023-05-27
Marshall Islands (the)|Primary metallic minerals products|357089|metric_ton|Minerals and mining|0.21|2|2023-05-28
Marshall Islands (the)|Bioenergy and biofuel (from forestry biomass)|19067119.16|milliliter|Forestry|0.08|2|2023-05-08
Marshall Islands (the)|Miscellaneous metal products|180.26|ton|Minerals and mining|0.21|4|2023-05-26
Marshall Islands (the)|Primary manufacturing|367969|kilowatt_hour|Forestry|0.12|12|2023-05-19
Marshall Islands (the)|Other refined petroleum and coal products|84959782.08|cubic_centimeter|Energy|0.2|3|2023-05-12
Marshall Islands (the)|Primary manufacturing|972396|kilowatt_hour|Energy|0.18|1|2023-05-14
Martinique|Secondary wood products|54.79|ton|Forestry|0.03|11|2023-05-23
Martinique|Primary manufacturing|1089054|kilowatt_hour|Forestry|0.03|0|2023-05-11
Martinique|Miscellaneous metal products|116051|kilogram|Minerals and mining|0.05|3|2023-05-05
Martinique|Extraction|5682617415.57|british_thermal_unit|Energy|0.01|3|2023-05-15
Martinique|Non-metallic minerals|38092|metric_ton|Minerals and mining|0.04|0|2023-05-20
Martinique|Primary forestry bioproducts|2118000.0|kilogram|Forestry|0.09|2|2023-05-22
Martinique|Petrochemicals|698792.0|quart|Energy|0.13|12|2023-05-22
Martinique|Crude oil|55128.81|cubic_foot|Energy|0.1|12|2023-05-20
Martinique|Primary manufacturing|2030256000000.0|joule|Minerals and mining|0.08|4|2023-05-14
Martinique|Metallic minerals|18706734418.84|ounce|Minerals and mining|0.13|12|2023-05-21
Martinique|Extraction|1835705|ton|Minerals and mining|0.07|0|2023-05-25
Martinique|Services|157886040.0|minute|Energy|0.11|5|2023-05-16
Martinique|Other refined petroleum and coal products|195679291.35|cubic_centimeter|Energy|0.04|0|2023-05-13
Martinique|Primary manufacturing|3883029|kilowatt_hour|Energy|0.09|0|2023-05-07
Mauritania|Petrochemicals|10567.31|cubic_foot|Energy|0.14|2|2023-05-28
Mauritania|Primary manufacturing|5027151923.69|british_thermal_unit|Forestry|0.03|1|2023-05-10
Mauritania|Extraction|216776329.55|kilogram|Minerals and mining|0.06|0|2023-05-25
Mauritania|Secondary paper products|207494.67|ton|Forestry|0.04|0|2023-05-10
Mauritania|Refined petroleum products (fuels and lubricants)|1924376.0|pint|Energy|0.11|0|2023-05-07
Mauritania|Services and custom work|0.9|year|Forestry|0.12|0|2023-05-27
Mauritania|Primary forestry bioproducts|11110|metric_ton|Forestry|0.13|1|2023-05-02
Mauritania|Primary sawmill and wood products|811996|foot|Forestry|0.08|2|2023-05-04
Mauritania|Crude oil|2647747.87|pint|Energy|0.02|8|2023-05-29
Mauritania|Extraction|184903903.92|pound|Forestry|0.1|4|2023-05-03
Mauritania|Natural gas|6323519.96|liter|Energy|0.04|3|2023-05-28
Mauritania|Primary pulp and paper products|470869000.0|kilogram|Forestry|0.04|2|2023-05-26
Mauritania|Bioenergy and biofuel (from forestry biomass)|33705306.52|cubic_centimeter|Forestry|0.04|4|2023-05-13
Mauritania|Coal|1484704000.0|ounce|Minerals and mining|0.05|0|2023-05-16
Mauritius|Services|412358|hour|Minerals and mining|0.08|1|2023-05-05
Mauritius|Petrochemicals|1624248.0|pint|Energy|0.15|6|2023-05-23
Mauritius|Crude oil|300659000.0|cubic_centimeter|Energy|0.21|1|2023-05-02
Mauritius|Other refined petroleum and coal products|70156.0|quart|Energy|0.53|2|2023-05-12
Mauritius|Bioenergy and biofuel (from forestry biomass)|2633|gallon|Forestry|0.03|4|2023-05-22
Mayotte|Extraction|143515|metric_ton|Forestry|0.03|0|2023-05-15
Mayotte|Petrochemicals|679856170.99|cubic_centimeter|Energy|0.08|0|2023-05-11
Mayotte|Refined petroleum products (fuels and lubricants)|3241696.0|quart|Energy|0.18|0|2023-05-07
Mayotte|Coal|219096000.93|kilogram|Minerals and mining|0.16|12|2023-05-23
Mayotte|Secondary paper products|360614531.5|pound|Forestry|0.15|3|2023-05-10
Mayotte|Services|958.68|week|Minerals and mining|0.13|5|2023-05-17
Mayotte|Extraction|9787256031.91|british_thermal_unit|Energy|0.06|2|2023-05-09
Mayotte|Services|255.74|month|Forestry|0.11|10|2023-05-24
Mayotte|Primary pulp and paper products|284932000.0|kilogram|Forestry|0.1|2|2023-05-03
Mexico|Other refined petroleum and coal products|7972.31|cubic_foot|Energy|0.07|8|2023-05-28
Mexico|Services and custom work|11789640.0|minute|Minerals and mining|0.08|0|2023-05-16
Mexico|Biofuels|14428.02|quart|Energy|0.07|1|2023-05-22
Mexico|Extraction|4191786|kilowatt_hour|Energy|0.08|3|2023-05-12
Mexico|Services|1345.82|week|Forestry|0.05|3|2023-05-03
Mexico|Petrochemicals|601220.0|quart|Energy|0.09|11|2023-05-20
Mexico|Refined petroleum products (fuels and lubricants)|4149952.0|pint|Energy|0.03|3|2023-05-17
Mexico|Extraction|173107|metric_ton|Forestry|0.05|4|2023-05-12
Mexico|Miscellaneous metal products|324780000.0|gram|Minerals and mining|0.02|1|2023-05-10
Mexico|Bioenergy and biofuel (from forestry biomass)|27608.0|pint|Forestry|0.02|0|2023-05-11
Mexico|Other bioproducts (from forestry biomass)|14|kilogram|Forestry|0.09|1|2023-05-13
Mexico|Crude oil|3659421000.0|milliliter|Energy|0.06|10|2023-05-24
Mexico|Bioenergy|17610060.51|british_thermal_unit|Energy|0.09|3|2023-05-12
Mexico|Coal|175987.49|metric_ton|Minerals and mining|0.01|0|2023-05-07
Mexico|Primary metallic minerals products|25515244006.42|ounce|Minerals and mining|0.03|1|2023-05-06
Mexico|Primary sawmill and wood products|122866.71|meter|Forestry|0.02|2|2023-05-13
Mexico|Primary manufacturing|4204423272.32|british_thermal_unit|Forestry|0.01|7|2023-05-29
Mexico|Secondary wood products|52.97|metric_ton|Forestry|0.04|2|2023-05-12
Mexico|Electricity|2475354862.68|british_thermal_unit|Energy|0.09|2|2023-05-22
Micronesia (Federated States of)|Metallic minerals|717300|metric_ton|Minerals and mining|0.11|4|2023-05-05
Micronesia (Federated States of)|Primary manufacturing|9581978207.79|british_thermal_unit|Energy|0.01|4|2023-05-29
Micronesia (Federated States of)|Refined petroleum products (fuels and lubricants)|1663075.24|liter|Energy|0.12|6|2023-05-28
Micronesia (Federated States of)|Extraction|144914000000.0|gram|Forestry|0.019999999999999997|4|2023-05-06
Micronesia (Federated States of)|Bioenergy|6558|kilowatt_hour|Energy|0.13|3|2023-05-07
Micronesia (Federated States of)|Coal|5330208000.0|ounce|Minerals and mining|0.13|4|2023-05-05
Micronesia (Federated States of)|Services|1011.04|day|Minerals and mining|0.08|12|2023-05-27
Micronesia (Federated States of)|Extraction|9325337422.85|british_thermal_unit|Energy|0.02|3|2023-05-07
Micronesia (Federated States of)|Primary forestry bioproducts|45000.0|kilogram|Forestry|0.12000000000000001|2|2023-05-22
Micronesia (Federated States of)|Services and custom work|45424|hour|Minerals and mining|0.01|0|2023-05-05
Micronesia (Federated States of)|Secondary paper products|81421000000.0|gram|Forestry|0.01|4|2023-05-12
Micronesia (Federated States of)|Extraction|1502971060.52|kilogram|Minerals and mining|0.02|12|2023-05-16
Micronesia (Federated States of)|Primary manufacturing|3522616050.71|british_thermal_unit|Minerals and mining|0.01|3|2023-05-05
Micronesia (Federated States of)|Miscellaneous metal products|339.12|ton|Minerals and mining|0.09|0|2023-05-14
Micronesia (Federated States of)|Services|1868.04|week|Energy|0.01|2|2023-05-13
Micronesia (Federated States of)|Natural gas|39404563.95|pint|Energy|0.01|3|2023-05-04
Micronesia (Federated States of)|Primary manufacturing|2478988800000.0|joule|Forestry|0.1|1|2023-05-05
Moldova (the Republic of)|Primary forestry bioproducts|1233000.0|kilogram|Forestry|0.09000000000000001|4|2023-05-11
Moldova (the Republic of)|Services|21.09|year|Forestry|0.01|3|2023-05-08
Moldova (the Republic of)|Services and custom work|1377.54|day|Forestry|0.11|4|2023-05-05
Moldova (the Republic of)|Extraction|13785507499.13|british_thermal_unit|Energy|0.03|3|2023-05-06
Moldova (the Republic of)|Services|181.6|week|Minerals and mining|0.02|1|2023-05-02
Moldova (the Republic of)|Secondary wood products|91.15|ton|Forestry|0.04|3|2023-05-13
Moldova (the Republic of)|Services and custom work|189250|hour|Minerals and mining|0.01|0|2023-05-11
Moldova (the Republic of)|Other bioproducts (from forestry biomass)|1.03|ton|Forestry|0.12|9|2023-05-28
Moldova (the Republic of)|Non-metallic minerals|3732690653.5|ounce|Minerals and mining|0.07|5|2023-05-23
Moldova (the Republic of)|Metallic minerals|1560361.34|ton|Minerals and mining|0.03|3|2023-05-04
Moldova (the Republic of)|Services|15.98|year|Energy|0.09|2|2023-05-15
Moldova (the Republic of)|Primary pulp and paper products|318748.75|ton|Forestry|0.01|3|2023-05-25
Moldova (the Republic of)|Primary sawmill and wood products|212345.02|meter|Forestry|0.04|0|2023-05-02
Moldova (the Republic of)|Primary metallic minerals products|393979.29|ton|Minerals and mining|0.01|4|2023-05-06
Moldova (the Republic of)|Extraction|126826|metric_ton|Forestry|0.01|2|2023-05-18
Moldova (the Republic of)|Coal|270959|ton|Minerals and mining|0.06|3|2023-05-16
Moldova (the Republic of)|Secondary metal products|83591.63|metric_ton|Minerals and mining|0.1|3|2023-05-10
Moldova (the Republic of)|Secondary paper products|288038354.79|pound|Forestry|0.15|3|2023-05-10
Monaco|Coal|41060995.7|kilogram|Minerals and mining|0.19|2|2023-05-09
Monaco|Tertiary metal products|352277|ton|Minerals and mining|0.17|3|2023-05-22
Monaco|Services|128.34|month|Forestry|0.22|2|2023-05-15
Monaco|Primary metallic minerals products|431400000.0|kilogram|Minerals and mining|0.19|0|2023-05-03
Monaco|Primary sawmill and wood products|60.48|mile|Forestry|0.23|8|2023-05-27
Mongolia|Crude oil|636185.48|pint|Energy|0.09|13|2023-05-26
Mongolia|Petrochemicals|49134644.96|cubic_centimeter|Energy|0.05|2|2023-05-02
Mongolia|Primary sawmill and wood products|231.14|kilometer|Forestry|0.09|0|2023-05-03
Mongolia|Secondary wood products|3035.89|kilogram|Forestry|0.09|10|2023-05-29
Mongolia|Primary pulp and paper products|287579000000.0|gram|Forestry|0.08|7|2023-05-21
Mongolia|Electricity|2638551|kilowatt_hour|Energy|0.01|7|2023-05-28
Mongolia|Natural gas|1620123.43|gallon|Energy|0.05|4|2023-05-18
Mongolia|Other refined petroleum and coal products|20301163.4|cubic_centimeter|Energy|0.03|0|2023-05-07
Mongolia|Bioenergy and biofuel (from forestry biomass)|769.06|cubic_foot|Forestry|0.03|11|2023-05-29
Mongolia|Services|1797.94|week|Minerals and mining|0.05|10|2023-05-26
Mongolia|Refined petroleum products (fuels and lubricants)|112592.58|cubic_foot|Energy|0.09|4|2023-05-02
Mongolia|Primary forestry bioproducts|11269000000.0|gram|Forestry|0.01|12|2023-05-23
Mongolia|Primary non-metallic minerals products|2155309623.04|ounce|Minerals and mining|0.07|0|2023-05-16
Mongolia|Miscellaneous metal products|84.45|ton|Minerals and mining|0.01|6|2023-05-24
Mongolia|Services|37665420.0|minute|Energy|0.09|3|2023-05-14
Mongolia|Tertiary metal products|97574976264.92|gram|Minerals and mining|0.09|1|2023-05-11
Mongolia|Biofuels|3297.13|gallon|Energy|0.07|4|2023-05-09
Montenegro|Primary sawmill and wood products|150468|foot|Forestry|0.1099999999999999|5|2023-05-16
Montenegro|Miscellaneous metal products|218.69|ton|Minerals and mining|0.09|3|2023-05-19
Montenegro|Extraction|477705340389.2|gram|Minerals and mining|0.1|8|2023-05-27
Montenegro|Services|75.85|week|Forestry|0.19|4|2023-05-04
Montenegro|Coal|196298|ton|Minerals and mining|0.01|4|2023-05-07
Montenegro|Other refined petroleum and coal products|156.54|cubic_foot|Energy|0.12|3|2023-05-15
Montenegro|Secondary wood products|195418|pound|Forestry|0.16|13|2023-05-17
Montenegro|Biofuels|1474.08|quart|Energy|0.07|2|2023-05-05
Montenegro|Primary forestry bioproducts|11781000.0|kilogram|Forestry|0.05|1|2023-05-08
Montenegro|Natural gas|8990995.23|liter|Energy|0.1|0|2023-05-02
Montserrat|Secondary wood products|117.53|metric_ton|Forestry|0.0799999999999999|3|2023-05-23
Montserrat|Crude oil|302621000.0|milliliter|Energy|0.1|0|2023-05-08
Montserrat|Tertiary metal products|1005158|ton|Minerals and mining|0.06|1|2023-05-02
Montserrat|Primary forestry bioproducts|1623.7|ton|Forestry|0.12000000000000001|1|2023-05-18
Montserrat|Bioenergy and biofuel (from forestry biomass)|918.79|cubic_foot|Forestry|0.11|2|2023-05-03
Montserrat|Secondary paper products|613012956.99|pound|Forestry|0.01|2|2023-05-04
Montserrat|Petrochemicals|687204.0|quart|Energy|0.04|9|2023-05-25
Montserrat|Metallic minerals|334732000.0|kilogram|Minerals and mining|0.05|4|2023-05-11
Montserrat|Primary non-metallic minerals products|168290.97|ton|Minerals and mining|0.14|1|2023-05-20
Montserrat|Biofuels|39557.12|quart|Energy|0.11|3|2023-05-02
Montserrat|Primary sawmill and wood products|278473.81|meter|Forestry|0.07|11|2023-05-20
Montserrat|Extraction|12392160000.0|ounce|Minerals and mining|0.11|6|2023-05-29
Morocco|Primary manufacturing|8673969912.5|british_thermal_unit|Energy|0.03|4|2023-05-05
Morocco|Natural gas|4519385.77|gallon|Energy|0.06|1|2023-05-25
Morocco|Coal|61387|ton|Minerals and mining|0.09|2|2023-05-02
Morocco|Crude oil|45706.57|cubic_foot|Energy|0.08|6|2023-05-26
Morocco|Primary metallic minerals products|77749.32|ton|Minerals and mining|0.01|3|2023-05-02
Morocco|Metallic minerals|876285.68|ton|Minerals and mining|0.08|0|2023-05-12
Morocco|Primary sawmill and wood products|385422|foot|Forestry|0.07|2|2023-05-14
Morocco|Services|14670.04|day|Forestry|0.02|7|2023-05-17
Morocco|Secondary metal products|150019326084.32|gram|Minerals and mining|0.03|11|2023-05-24
Morocco|Secondary paper products|72090.06|ton|Forestry|0.04|3|2023-05-24
Morocco|Extraction|4451067|kilowatt_hour|Energy|0.08|13|2023-05-26
Morocco|Services and custom work|2952060.0|minute|Forestry|0.1|3|2023-05-15
Morocco|Biofuels|32610.45|quart|Energy|0.06|2|2023-05-08
Morocco|Extraction|1393094000.0|pound|Minerals and mining|0.08|0|2023-05-11
Morocco|Other bioproducts (from forestry biomass)|1.98|metric_ton|Forestry|0.08|1|2023-05-07
Morocco|Extraction|74343.18|ton|Forestry|0.05|0|2023-05-14
Morocco|Primary pulp and paper products|102104000.0|kilogram|Forestry|0.04|9|2023-05-21
Mozambique|Services|6170|hour|Minerals and mining|0.11000000000000001|3|2023-05-26
Mozambique|Secondary wood products|8.05|metric_ton|Forestry|0.02|5|2023-05-20
Mozambique|Primary forestry bioproducts|9091000.0|kilogram|Forestry|0.01|7|2023-05-16
Mozambique|Tertiary metal products|853786031834.12|gram|Minerals and mining|0.14|2|2023-05-14
Mozambique|Secondary metal products|99031.91|metric_ton|Minerals and mining|0.09|10|2023-05-26
Mozambique|Natural gas|5227506.7|quart|Energy|0.16|4|2023-05-09
Mozambique|Extraction|5370566528.71|ounce|Forestry|0.1|1|2023-05-12
Mozambique|Primary pulp and paper products|373471000000.0|gram|Forestry|0.06|2|2023-05-17
Mozambique|Primary manufacturing|4841103600000.0|joule|Energy|0.17|5|2023-05-24
Mozambique|Bioenergy|10585|kilowatt_hour|Energy|0.01|4|2023-05-08
Mozambique|Services and custom work|221.77|month|Minerals and mining|0.02|3|2023-05-10
Mozambique|Electricity|127530|kilowatt_hour|Energy|0.03|1|2023-05-24
Mozambique|Primary manufacturing|2811481200000.0|joule|Forestry|0.08|12|2023-05-29
Myanmar|Primary sawmill and wood products|671239|foot|Forestry|1.0|0|2023-05-11
Namibia|Primary forestry bioproducts|2354.54|ton|Forestry|0.05|0|2023-05-07
Namibia|Bioenergy|3340800000.0|joule|Energy|0.25|1|2023-05-19
Namibia|Biofuels|56733.59|pint|Energy|0.05|7|2023-05-20
Namibia|Services and custom work|901800.0|minute|Minerals and mining|0.04|5|2023-05-16
Namibia|Secondary wood products|100.34|ton|Forestry|0.12|4|2023-05-07
Namibia|Coal|8649099311.16|gram|Minerals and mining|0.23|9|2023-05-21
Namibia|Tertiary metal products|564758788039.6|gram|Minerals and mining|0.24|10|2023-05-17
Namibia|Primary manufacturing|5156402400000.0|joule|Minerals and mining|0.02|7|2023-05-17
Nauru|Extraction|3146632000.0|pound|Minerals and mining|1.0|4|2023-05-13
Nepal|Primary metallic minerals products|18408387248.67|ounce|Minerals and mining|0.0499999999999999|4|2023-05-12
Nepal|Primary non-metallic minerals products|76838000.0|kilogram|Minerals and mining|0.22|11|2023-05-25
Nepal|Electricity|666722145.55|british_thermal_unit|Energy|0.13|11|2023-05-21
Nepal|Primary manufacturing|3711529245.84|british_thermal_unit|Energy|0.04|4|2023-05-06
Nepal|Secondary wood products|1605952.0|ounce|Forestry|0.12|3|2023-05-13
Nepal|Services|70.24|month|Minerals and mining|0.060000000000000005|3|2023-05-21
Nepal|Biofuels|29738|liter|Energy|0.29|3|2023-05-13
Nepal|Services and custom work|3092.5|day|Minerals and mining|0.01|10|2023-05-28
Nepal|Bioenergy and biofuel (from forestry biomass)|40488764.44|milliliter|Forestry|0.08|2|2023-05-07
Netherlands (the)|Biofuels|38694000.0|cubic_centimeter|Energy|0.0399999999999999|9|2023-05-19
Netherlands (the)|Primary manufacturing|1946981392.46|british_thermal_unit|Minerals and mining|0.1|2|2023-05-20
Netherlands (the)|Primary manufacturing|1807926403.91|british_thermal_unit|Forestry|0.08|13|2023-05-18
Netherlands (the)|Electricity|1205128800000.0|joule|Energy|0.03|2|2023-05-14
Netherlands (the)|Extraction|11200582800000.0|joule|Energy|0.11|13|2023-05-19
Netherlands (the)|Primary metallic minerals products|127100.9|ton|Minerals and mining|0.09|1|2023-05-06
Netherlands (the)|Other refined petroleum and coal products|698904.0|pint|Energy|0.02|4|2023-05-15
Netherlands (the)|Metallic minerals|1074881000.0|kilogram|Minerals and mining|0.08|11|2023-05-23
Netherlands (the)|Services|2375.7|week|Minerals and mining|0.04|5|2023-05-17
Netherlands (the)|Other bioproducts (from forestry biomass)|0.78|metric_ton|Forestry|0.06|9|2023-05-20
Netherlands (the)|Bioenergy and biofuel (from forestry biomass)|20964.0|quart|Forestry|0.019999999999999997|3|2023-05-11
Netherlands (the)|Services|0.02|year|Forestry|0.11|0|2023-05-11
Netherlands (the)|Bioenergy|11670|kilowatt_hour|Energy|0.12000000000000001|11|2023-05-21
Netherlands (the)|Primary sawmill and wood products|0.73|kilometer|Forestry|0.09|2|2023-05-15
