Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd)
Faroe Islands (the),Primary forestry bioproducts,10552000.0,kilogram,Forestry,0.0799999999999998,3,2023-05-19
Zimbabwe,Primary forestry bioproducts,10408000.0,kilogram,Forestry,0.08,4,2023-05-14
Bouvet Island,Primary forestry bioproducts,10277950.66,pound,Forestry,0.04,4,2023-05-13
Guam,Primary forestry bioproducts,9496000.0,kilogram,Forestry,0.04,8,2023-05-16
Mozambique,Primary forestry bioproducts,9091000.0,kilogram,Forestry,0.01,7,2023-05-16
Saint Pierre and Miquelon,Primary forestry bioproducts,8516457.19,pound,Forestry,0.07,3,2023-05-06
Latvia,Primary forestry bioproducts,8431000.0,kilogram,Forestry,0.07,3,2023-05-17
Virgin Islands (U.S.),Primary forestry bioproducts,4683000.0,kilogram,Forestry,0.03,13,2023-05-21
Angola,Primary forestry bioproducts,4274000.0,kilogram,Forestry,0.08,11,2023-05-26
Martinique,Primary forestry bioproducts,2118000.0,kilogram,Forestry,0.09,2,2023-05-22
Kyrgyzstan,Primary forestry bioproducts,1597000.0,kilogram,Forestry,0.17,7,2023-05-21
Belize,Primary forestry bioproducts,1475000.0,kilogram,Forestry,0.14,13,2023-05-18
Moldova (the Republic of),Primary forestry bioproducts,1233000.0,kilogram,Forestry,0.09,4,2023-05-11
Micronesia (Federated States of),Primary forestry bioproducts,45000.0,kilogram,Forestry,0.12,2,2023-05-22
Serbia,Primary forestry bioproducts,14205.49,ton,Forestry,0.09,4,2023-05-13
Sierra Leone,Primary forestry bioproducts,14148.17,ton,Forestry,0.1699999999999999,2,2023-05-04
Poland,Primary forestry bioproducts,13285.06,ton,Forestry,0.07,4,2023-05-13
Costa Rica,Primary forestry bioproducts,12581.78,ton,Forestry,0.17,13,2023-05-25
Antigua and Barbuda,Primary forestry bioproducts,11936.93,ton,Forestry,0.15,11,2023-05-25
Mauritania,Primary forestry bioproducts,11110.0,metric_ton,Forestry,0.13,1,2023-05-02
United Arab Emirates (the),Primary forestry bioproducts,10667.07,ton,Forestry,0.34,9,2023-05-16
Madagascar,Primary forestry bioproducts,10374.95,ton,Forestry,0.2,2,2023-05-14
French Guiana,Primary forestry bioproducts,10133.55,ton,Forestry,0.12,2,2023-05-03
Pitcairn,Primary forestry bioproducts,9924.11,ton,Forestry,0.11,0,2023-05-26
Guernsey,Primary forestry bioproducts,9773.09,ton,Forestry,0.11,2,2023-05-09
Paraguay,Primary forestry bioproducts,9111.71,ton,Forestry,0.06,3,2023-05-02
Oman,Primary forestry bioproducts,8757.86,ton,Forestry,0.02,3,2023-05-20
Romania,Primary forestry bioproducts,8704.0,metric_ton,Forestry,0.03,1,2023-05-03
Papua New Guinea,Primary forestry bioproducts,8544.01,ton,Forestry,0.03,3,2023-05-09
Åland Islands,Primary forestry bioproducts,8475.0,metric_ton,Forestry,0.03,11,2023-05-21
Iraq,Primary forestry bioproducts,8368.0,metric_ton,Forestry,0.07,7,2023-05-18
Philippines (the),Primary forestry bioproducts,7693.03,ton,Forestry,0.14,1,2023-05-28
Guinea-Bissau,Primary forestry bioproducts,7692.0,metric_ton,Forestry,0.06,1,2023-05-09
Suriname,Primary forestry bioproducts,6883.93,ton,Forestry,0.03,2,2023-05-04
Mali,Primary forestry bioproducts,6628.0,metric_ton,Forestry,0.03,4,2023-05-27
Falkland Islands (the) [Malvinas],Primary forestry bioproducts,6608.36,ton,Forestry,0.02,5,2023-05-16
Maldives,Primary forestry bioproducts,5922.72,ton,Forestry,0.03,3,2023-05-11
Benin,Primary forestry bioproducts,4533.81,ton,Forestry,0.03,0,2023-05-13
Ecuador,Primary forestry bioproducts,4329.88,ton,Forestry,0.08,4,2023-05-07
Tunisia,Primary forestry bioproducts,4185.0,metric_ton,Forestry,0.16,3,2023-05-04
Nicaragua,Primary forestry bioproducts,3834.0,metric_ton,Forestry,0.01,13,2023-05-21
Iceland,Primary forestry bioproducts,3625.5,ton,Forestry,0.01,8,2023-05-28
Bangladesh,Primary forestry bioproducts,2673.0,metric_ton,Forestry,0.01,13,2023-05-28
Northern Mariana Islands (the),Primary forestry bioproducts,2453.74,ton,Forestry,0.03,4,2023-05-12
Singapore,Primary forestry bioproducts,2442.0,metric_ton,Forestry,0.02,10,2023-05-26
Namibia,Primary forestry bioproducts,2354.54,ton,Forestry,0.05,0,2023-05-07
Cyprus,Primary forestry bioproducts,2331.0,metric_ton,Forestry,0.12,0,2023-05-04
Kenya,Primary forestry bioproducts,2174.86,ton,Forestry,0.03,6,2023-05-18
Norway,Primary forestry bioproducts,1952.0,metric_ton,Forestry,0.04,8,2023-05-21
Montserrat,Primary forestry bioproducts,1623.7,ton,Forestry,0.12,1,2023-05-18
Estonia,Primary forestry bioproducts,1619.0,metric_ton,Forestry,0.52,3,2023-05-28
Macao,Petrochemicals,802196894.44,cubic_centimeter,Energy,0.1,9,2023-05-16
Bonaire Sint Eustatius and Saba,Petrochemicals,801602584.79,milliliter,Energy,0.08,8,2023-05-29
Saudi Arabia,Petrochemicals,788550484.96,milliliter,Energy,0.02,4,2023-05-12
Bulgaria,Petrochemicals,779049101.38,milliliter,Energy,0.09,0,2023-05-12
United Kingdom of Great Britain and Northern Ireland (the),Petrochemicals,689482473.16,cubic_centimeter,Energy,0.1,0,2023-05-13
Mayotte,Petrochemicals,679856170.99,cubic_centimeter,Energy,0.08,0,2023-05-11
Ukraine,Petrochemicals,661614271.61,cubic_centimeter,Energy,0.13,0,2023-05-12
Pitcairn,Petrochemicals,562769599.1,cubic_centimeter,Energy,0.01,3,2023-05-08
Rwanda,Petrochemicals,561081305.45,milliliter,Energy,0.0499999999999997,1,2023-05-11
Qatar,Petrochemicals,547779368.44,cubic_centimeter,Energy,0.12,4,2023-05-14
Maldives,Petrochemicals,478529045.26,cubic_centimeter,Energy,0.1,0,2023-05-12
Samoa,Petrochemicals,448953622.99,milliliter,Energy,0.0099999999999997,4,2023-05-03
Cyprus,Petrochemicals,422951629.45,cubic_centimeter,Energy,0.02,3,2023-05-25
Jamaica,Petrochemicals,419964939.55,milliliter,Energy,0.01,12,2023-05-19
Iraq,Petrochemicals,365201387.27,milliliter,Energy,0.04,2,2023-05-05
Yemen,Petrochemicals,306349590.27,cubic_centimeter,Energy,0.01,10,2023-05-22
Grenada,Petrochemicals,252608099.17,milliliter,Energy,0.07,10,2023-05-26
Slovenia,Petrochemicals,223763261.38,cubic_centimeter,Energy,0.02,2,2023-05-07
Tunisia,Petrochemicals,196213034.41,cubic_centimeter,Energy,0.15,0,2023-05-18
Madagascar,Petrochemicals,148736399.82,cubic_centimeter,Energy,0.13,0,2023-05-15
Guam,Petrochemicals,125270632.17,cubic_centimeter,Energy,0.02,1,2023-05-14
Saint Helena Ascension and Tristan da Cunha,Petrochemicals,106896243.37,cubic_centimeter,Energy,0.03,1,2023-05-03
Belarus,Petrochemicals,99526046.62,cubic_centimeter,Energy,0.02,11,2023-05-23
Mongolia,Petrochemicals,49134644.96,cubic_centimeter,Energy,0.05,2,2023-05-02
Ecuador,Petrochemicals,1714872.0,pint,Energy,0.04,3,2023-05-10
Nicaragua,Petrochemicals,1641136.0,pint,Energy,0.1,4,2023-05-06
Mauritius,Petrochemicals,1624248.0,pint,Energy,0.15,6,2023-05-23
Japan,Petrochemicals,1364032.0,pint,Energy,0.01,4,2023-05-22
Finland,Petrochemicals,1242416.0,pint,Energy,0.13,2,2023-05-27
Cambodia,Petrochemicals,762048.82,liter,Energy,0.1,4,2023-05-16
Cabo Verde,Petrochemicals,707272.0,pint,Energy,0.08,13,2023-05-27
Martinique,Petrochemicals,698792.0,quart,Energy,0.13,12,2023-05-22
Taiwan (Province of China),Petrochemicals,690292.55,liter,Energy,0.07,13,2023-05-29
Montserrat,Petrochemicals,687204.0,quart,Energy,0.04,9,2023-05-25
Mali,Petrochemicals,646192.0,pint,Energy,0.07,4,2023-05-13
Mexico,Petrochemicals,601220.0,quart,Energy,0.09,11,2023-05-20
Holy See (the),Petrochemicals,567320.0,quart,Energy,0.03,2,2023-05-12
Estonia,Petrochemicals,518240.0,quart,Energy,0.48,9,2023-05-29
Eswatini,Petrochemicals,502634.55,liter,Energy,0.04,9,2023-05-23
Switzerland,Petrochemicals,485256.0,quart,Energy,0.17,12,2023-05-19
Bangladesh,Petrochemicals,483096.0,quart,Energy,0.01,3,2023-05-10
New Caledonia,Petrochemicals,453927.65,liter,Energy,0.03,2,2023-05-13
Solomon Islands,Petrochemicals,446148.63,liter,Energy,0.02,2,2023-05-13
Falkland Islands (the) [Malvinas],Petrochemicals,412681.81,liter,Energy,0.01,5,2023-05-26
Fiji,Petrochemicals,379144.0,pint,Energy,0.05,2,2023-05-14
Romania,Petrochemicals,371044.0,quart,Energy,0.03,9,2023-05-27
Sweden,Petrochemicals,363988.0,quart,Energy,0.1,2,2023-05-06
Uruguay,Petrochemicals,358968.0,quart,Energy,0.0999999999999999,3,2023-05-14
United States of America (the),Petrochemicals,350771.4,liter,Energy,0.08,1,2023-05-10
Cameroon,Petrochemicals,316192.0,pint,Energy,0.26,3,2023-05-25
Dominican Republic (the),Petrochemicals,307655.56,liter,Energy,0.25,4,2023-05-10
Hungary,Petrochemicals,296492.38,liter,Energy,0.04,2,2023-05-10
Germany,Petrochemicals,216480.0,pint,Energy,0.02,2,2023-05-07
Peru,Petrochemicals,206684.0,gallon,Energy,0.37,4,2023-05-06
Congo (the Democratic Republic of the),Petrochemicals,163232.0,gallon,Energy,0.03,3,2023-05-07
Poland,Petrochemicals,151068.0,quart,Energy,0.04,0,2023-05-09
Costa Rica,Petrochemicals,135870.0,gallon,Energy,0.25,3,2023-05-02
Bolivia (Plurinational State of),Petrochemicals,101872.0,pint,Energy,0.13,8,2023-05-16
Jordan,Petrochemicals,79072.0,gallon,Energy,0.6,9,2023-05-20
Sint Maarten (Dutch part),Petrochemicals,77388.0,quart,Energy,0.07,13,2023-05-19
Paraguay,Petrochemicals,34260.0,gallon,Energy,0.09,4,2023-05-14
Niue,Petrochemicals,28132.27,cubic_foot,Energy,0.19,4,2023-05-10
New Zealand,Petrochemicals,27934.82,cubic_foot,Energy,0.01,9,2023-05-19
Lebanon,Petrochemicals,24076.0,cubic_foot,Energy,0.05,4,2023-05-02
Virgin Islands (U.S.),Petrochemicals,23954.0,gallon,Energy,0.07,6,2023-05-16
French Southern Territories (the),Petrochemicals,22288.0,quart,Energy,0.04,0,2023-05-15
Sierra Leone,Petrochemicals,19942.87,cubic_foot,Energy,0.12,1,2023-05-14
Italy,Petrochemicals,15296.0,gallon,Energy,0.05,0,2023-05-09
Iceland,Petrochemicals,13810.54,cubic_foot,Energy,0.03,2,2023-05-17
Réunion,Petrochemicals,13270.6,cubic_foot,Energy,0.03,1,2023-05-28
Puerto Rico,Petrochemicals,12760.62,liter,Energy,0.05,13,2023-05-27
Cuba,Petrochemicals,10842.56,cubic_foot,Energy,0.07,1,2023-05-11
Mauritania,Petrochemicals,10567.31,cubic_foot,Energy,0.14,2,2023-05-28
Congo (the),Petrochemicals,7557.5,cubic_foot,Energy,0.03,1,2023-05-12
Heard Island and McDonald Islands,Petrochemicals,6022.44,cubic_foot,Energy,0.05,5,2023-05-20
French Guiana,Petrochemicals,2101.32,cubic_foot,Energy,0.03,11,2023-05-28
Malawi,Other refined petroleum and coal products,373124254.14,milliliter,Energy,0.17,3,2023-05-14
Falkland Islands (the) [Malvinas],Other refined petroleum and coal products,364618433.86,cubic_centimeter,Energy,0.05,2,2023-05-08
Japan,Other refined petroleum and coal products,362112491.26,milliliter,Energy,0.01,10,2023-05-28
Jersey,Other refined petroleum and coal products,351354350.97,milliliter,Energy,0.02,2,2023-05-08
Nicaragua,Other refined petroleum and coal products,342697114.22,milliliter,Energy,0.1,4,2023-05-09
Palestine State of,Other refined petroleum and coal products,331753488.75,cubic_centimeter,Energy,0.08,2,2023-05-04
Curaçao,Other refined petroleum and coal products,321237614.81,cubic_centimeter,Energy,0.02,5,2023-05-27
Solomon Islands,Other refined petroleum and coal products,312659871.71,cubic_centimeter,Energy,0.09,2,2023-05-09
Guinea-Bissau,Other refined petroleum and coal products,296117622.22,milliliter,Energy,0.07,2,2023-05-22
Latvia,Other refined petroleum and coal products,290344869.24,cubic_centimeter,Energy,0.06,12,2023-05-22
Ecuador,Other refined petroleum and coal products,278886427.77,cubic_centimeter,Energy,0.0499999999999999,2,2023-05-15
Northern Mariana Islands (the),Other refined petroleum and coal products,268366768.43,cubic_centimeter,Energy,0.09,1,2023-05-12
Bouvet Island,Other refined petroleum and coal products,256420008.84,milliliter,Energy,0.03,2,2023-05-04
Colombia,Other refined petroleum and coal products,246789921.26,cubic_centimeter,Energy,0.18,1,2023-05-18
Suriname,Other refined petroleum and coal products,234195856.25,cubic_centimeter,Energy,0.02,3,2023-05-11
Martinique,Other refined petroleum and coal products,195679291.35,cubic_centimeter,Energy,0.04,0,2023-05-13
Paraguay,Other refined petroleum and coal products,182774822.58,cubic_centimeter,Energy,0.08,2,2023-05-26
Maldives,Other refined petroleum and coal products,110526453.27,cubic_centimeter,Energy,0.03,0,2023-05-09
Marshall Islands (the),Other refined petroleum and coal products,84959782.08,cubic_centimeter,Energy,0.2,3,2023-05-12
Syrian Arab Republic,Other refined petroleum and coal products,55759115.58,cubic_centimeter,Energy,0.11,1,2023-05-23
Mongolia,Other refined petroleum and coal products,20301163.4,cubic_centimeter,Energy,0.03,0,2023-05-07
Sudan (the),Other refined petroleum and coal products,809256.0,pint,Energy,0.06,1,2023-05-29
Chile,Other refined petroleum and coal products,789880.0,pint,Energy,0.04,3,2023-05-07
Poland,Other refined petroleum and coal products,757240.0,pint,Energy,0.01,10,2023-05-29
Lao People's Democratic Republic (the),Other refined petroleum and coal products,735456.0,pint,Energy,0.11,7,2023-05-16
Ukraine,Other refined petroleum and coal products,724800.0,pint,Energy,0.05,6,2023-05-23
Netherlands (the),Other refined petroleum and coal products,698904.0,pint,Energy,0.02,4,2023-05-15
Canada,Other refined petroleum and coal products,623608.0,pint,Energy,0.14,0,2023-05-13
China,Other refined petroleum and coal products,592120.0,pint,Energy,0.11,6,2023-05-28
New Zealand,Other refined petroleum and coal products,458552.0,pint,Energy,0.04,10,2023-05-23
Lebanon,Other refined petroleum and coal products,432848.0,quart,Energy,0.09,0,2023-05-21
Libya,Other refined petroleum and coal products,427944.0,pint,Energy,0.02,6,2023-05-18
Norway,Other refined petroleum and coal products,416024.0,pint,Energy,0.1,3,2023-05-16
Vanuatu,Other refined petroleum and coal products,415368.0,pint,Energy,0.15,13,2023-05-22
South Sudan,Other refined petroleum and coal products,411912.0,quart,Energy,0.09,7,2023-05-16
Angola,Other refined petroleum and coal products,370684.0,quart,Energy,0.15,10,2023-05-25
United Kingdom of Great Britain and Northern Ireland (the),Other refined petroleum and coal products,363906.78,liter,Energy,0.06,0,2023-05-10
Yemen,Other refined petroleum and coal products,327517.61,liter,Energy,0.04,1,2023-05-06
Costa Rica,Other refined petroleum and coal products,314568.0,pint,Energy,0.07,2,2023-05-16
Iraq,Other refined petroleum and coal products,299115.67,liter,Energy,0.01,3,2023-05-25
Samoa,Other refined petroleum and coal products,274060.03,liter,Energy,0.07,1,2023-05-09
Serbia,Other refined petroleum and coal products,252712.0,pint,Energy,0.11,1,2023-05-11
Nigeria,Other refined petroleum and coal products,240142.74,liter,Energy,0.1,8,2023-05-19
Armenia,Other refined petroleum and coal products,220170.91,liter,Energy,0.08,5,2023-05-21
New Caledonia,Other refined petroleum and coal products,203454.53,liter,Energy,0.14,0,2023-05-09
Guadeloupe,Other refined petroleum and coal products,173364.29,liter,Energy,0.01,0,2023-05-10
Lithuania,Other refined petroleum and coal products,167300.0,quart,Energy,0.01,3,2023-05-06
Gibraltar,Other refined petroleum and coal products,155198.1,liter,Energy,0.03,11,2023-05-20
Egypt,Other refined petroleum and coal products,153488.0,pint,Energy,0.09,2,2023-05-26
Slovakia,Other refined petroleum and coal products,133748.0,quart,Energy,0.12,3,2023-05-21
Liechtenstein,Other refined petroleum and coal products,120648.0,quart,Energy,0.15,7,2023-05-29
Guam,Other refined petroleum and coal products,108226.0,gallon,Energy,0.02,3,2023-05-09
Timor-Leste,Other refined petroleum and coal products,105360.0,gallon,Energy,0.44,0,2023-05-12
Western Sahara,Other refined petroleum and coal products,102993.0,gallon,Energy,0.01,11,2023-05-19
Norfolk Island,Other refined petroleum and coal products,101564.0,gallon,Energy,0.12,10,2023-05-21
Turks and Caicos Islands (the),Other refined petroleum and coal products,90634.11,liter,Energy,0.08,3,2023-05-23
Brazil,Other refined petroleum and coal products,87092.0,quart,Energy,0.22,0,2023-05-04
Mauritius,Other refined petroleum and coal products,70156.0,quart,Energy,0.53,2,2023-05-12
Chad,Other refined petroleum and coal products,58215.85,liter,Energy,0.1,2,2023-05-29
France,Other refined petroleum and coal products,52078.0,gallon,Energy,0.66,11,2023-05-22
Isle of Man,Other refined petroleum and coal products,45847.0,gallon,Energy,0.28,0,2023-05-02
Madagascar,Other refined petroleum and coal products,30478.0,gallon,Energy,0.08,0,2023-05-02
Lesotho,Other refined petroleum and coal products,28707.0,gallon,Energy,0.0699999999999999,3,2023-05-23
Slovenia,Other refined petroleum and coal products,28348.95,liter,Energy,0.05,2,2023-05-23
Hungary,Other refined petroleum and coal products,15268.0,quart,Energy,0.04,0,2023-05-15
Italy,Other refined petroleum and coal products,14415.58,cubic_foot,Energy,0.04,13,2023-05-17
United States of America (the),Other refined petroleum and coal products,11499.07,cubic_foot,Energy,0.04,4,2023-05-29
Holy See (the),Other refined petroleum and coal products,11099.1,cubic_foot,Energy,0.01,3,2023-05-06
Seychelles,Other refined petroleum and coal products,9395.87,cubic_foot,Energy,0.12,4,2023-05-11
Rwanda,Other refined petroleum and coal products,8524.41,cubic_foot,Energy,0.07,6,2023-05-18
Mexico,Other refined petroleum and coal products,7972.31,cubic_foot,Energy,0.07,8,2023-05-28
Andorra,Other refined petroleum and coal products,6673.0,gallon,Energy,0.16,3,2023-05-11
Pitcairn,Other refined petroleum and coal products,4575.89,cubic_foot,Energy,0.13,10,2023-05-29
Guatemala,Other refined petroleum and coal products,3877.27,cubic_foot,Energy,0.13,5,2023-05-27
Bolivia (Plurinational State of),Other refined petroleum and coal products,3660.31,cubic_foot,Energy,0.05,1,2023-05-12
Bulgaria,Other refined petroleum and coal products,2574.55,cubic_foot,Energy,0.08,0,2023-05-16
Tanzania United Republic of,Other refined petroleum and coal products,1872.06,cubic_foot,Energy,0.06,4,2023-05-09
Saudi Arabia,Other refined petroleum and coal products,1771.8,cubic_foot,Energy,0.14,1,2023-05-06
Bangladesh,Other refined petroleum and coal products,162.56,cubic_foot,Energy,0.09,2,2023-05-15
Montenegro,Other refined petroleum and coal products,156.54,cubic_foot,Energy,0.12,3,2023-05-15
Latvia,Other bioproducts (from forestry biomass),2384000.0,gram,Forestry,0.03,0,2023-05-10
United Kingdom of Great Britain and Northern Ireland (the),Other bioproducts (from forestry biomass),2373000.0,gram,Forestry,0.01,1,2023-05-08
British Indian Ocean Territory (the),Other bioproducts (from forestry biomass),1451000.0,gram,Forestry,0.08,4,2023-05-07
Finland,Other bioproducts (from forestry biomass),1385000.0,gram,Forestry,0.21,7,2023-05-22
Venezuela (Bolivarian Republic of),Other bioproducts (from forestry biomass),1288000.0,gram,Forestry,0.22,12,2023-05-22
Ethiopia,Other bioproducts (from forestry biomass),1172000.0,gram,Forestry,0.08,1,2023-05-27
Iceland,Other bioproducts (from forestry biomass),1172000.0,gram,Forestry,0.06,9,2023-05-26
Dominican Republic (the),Other bioproducts (from forestry biomass),1150000.0,gram,Forestry,0.01,1,2023-05-07
Seychelles,Other bioproducts (from forestry biomass),766000.0,gram,Forestry,0.01,3,2023-05-10
Fiji,Other bioproducts (from forestry biomass),431000.0,gram,Forestry,0.07,5,2023-05-22
Comoros (the),Other bioproducts (from forestry biomass),203000.0,gram,Forestry,0.04,1,2023-05-08
Serbia,Other bioproducts (from forestry biomass),83070.18,ounce,Forestry,0.05,1,2023-05-13
Korea (the Democratic People's Republic of),Other bioproducts (from forestry biomass),75944.84,ounce,Forestry,0.48,5,2023-05-22
Norway,Other bioproducts (from forestry biomass),74710.25,ounce,Forestry,0.03,4,2023-05-29
Japan,Other bioproducts (from forestry biomass),68008.2,ounce,Forestry,0.04,0,2023-05-06
Virgin Islands (British),Other bioproducts (from forestry biomass),25961.64,ounce,Forestry,0.01,3,2023-05-28
Northern Mariana Islands (the),Other bioproducts (from forestry biomass),11746.23,ounce,Forestry,0.04,1,2023-05-09
Uzbekistan,Other bioproducts (from forestry biomass),5044.18,pound,Forestry,0.17,0,2023-05-15
Solomon Islands,Other bioproducts (from forestry biomass),4764.19,pound,Forestry,0.16,0,2023-05-25
Philippines (the),Other bioproducts (from forestry biomass),4612.07,pound,Forestry,0.08,6,2023-05-23
Papua New Guinea,Other bioproducts (from forestry biomass),4325.47,pound,Forestry,0.05,2,2023-05-23
Azerbaijan,Other bioproducts (from forestry biomass),4146.9,pound,Forestry,0.06,11,2023-05-20
Tokelau,Other bioproducts (from forestry biomass),3994.78,pound,Forestry,1.0,7,2023-05-23
Germany,Other bioproducts (from forestry biomass),3723.61,pound,Forestry,0.01,3,2023-05-14
Liberia,Other bioproducts (from forestry biomass),3229.77,pound,Forestry,0.11,0,2023-05-05
United States Minor Outlying Islands (the),Other bioproducts (from forestry biomass),2577.2,pound,Forestry,0.01,1,2023-05-22
Yemen,Other bioproducts (from forestry biomass),2154.0,kilogram,Forestry,0.11,2,2023-05-12
Sint Maarten (Dutch part),Other bioproducts (from forestry biomass),2022.0,kilogram,Forestry,0.01,0,2023-05-22
New Caledonia,Other bioproducts (from forestry biomass),1946.68,pound,Forestry,0.15,3,2023-05-15
Christmas Island,Other bioproducts (from forestry biomass),1771.0,kilogram,Forestry,0.04,4,2023-05-26
Bermuda,Other bioproducts (from forestry biomass),1613.78,pound,Forestry,0.09,0,2023-05-26
Nicaragua,Other bioproducts (from forestry biomass),1153.02,pound,Forestry,0.01,2,2023-05-08
Eswatini,Other bioproducts (from forestry biomass),1020.74,pound,Forestry,0.02,3,2023-05-20
Lao People's Democratic Republic (the),Other bioproducts (from forestry biomass),771.62,pound,Forestry,0.02,0,2023-05-07
Cabo Verde,Other bioproducts (from forestry biomass),740.75,pound,Forestry,0.08,10,2023-05-18
Sierra Leone,Other bioproducts (from forestry biomass),518.09,pound,Forestry,0.12,3,2023-05-24
Tajikistan,Other bioproducts (from forestry biomass),167.55,pound,Forestry,0.03,4,2023-05-15
Hungary,Other bioproducts (from forestry biomass),163.0,kilogram,Forestry,0.04,2,2023-05-11
Mexico,Other bioproducts (from forestry biomass),14.0,kilogram,Forestry,0.09,1,2023-05-13
Norfolk Island,Other bioproducts (from forestry biomass),2.4,ton,Forestry,0.26,0,2023-05-10
Palestine State of,Other bioproducts (from forestry biomass),2.23,metric_ton,Forestry,0.11,4,2023-05-05
Puerto Rico,Other bioproducts (from forestry biomass),2.03,ton,Forestry,0.0199999999999999,9,2023-05-23
Bouvet Island,Other bioproducts (from forestry biomass),1.98,ton,Forestry,0.07,6,2023-05-29
Morocco,Other bioproducts (from forestry biomass),1.98,metric_ton,Forestry,0.08,1,2023-05-07
Poland,Other bioproducts (from forestry biomass),1.98,ton,Forestry,0.08,11,2023-05-24
Falkland Islands (the) [Malvinas],Other bioproducts (from forestry biomass),1.91,metric_ton,Forestry,0.08,13,2023-05-20
Ghana,Other bioproducts (from forestry biomass),1.76,ton,Forestry,0.0900000000000001,4,2023-05-03
Slovenia,Other bioproducts (from forestry biomass),1.72,ton,Forestry,0.01,10,2023-05-26
Saint Lucia,Other bioproducts (from forestry biomass),1.71,ton,Forestry,0.36,1,2023-05-11
Guinea-Bissau,Other bioproducts (from forestry biomass),1.68,ton,Forestry,0.06,3,2023-05-24
Saudi Arabia,Other bioproducts (from forestry biomass),1.66,ton,Forestry,0.0999999999999999,3,2023-05-04
Moldova (the Republic of),Other bioproducts (from forestry biomass),1.03,ton,Forestry,0.12,9,2023-05-28
Saint Helena Ascension and Tristan da Cunha,Other bioproducts (from forestry biomass),1.03,ton,Forestry,0.13,2,2023-05-19
Jersey,Other bioproducts (from forestry biomass),1.0,ton,Forestry,0.11,4,2023-05-11
Guadeloupe,Other bioproducts (from forestry biomass),0.97,metric_ton,Forestry,0.24,0,2023-05-18
Saint Vincent and the Grenadines,Other bioproducts (from forestry biomass),0.94,ton,Forestry,0.07,0,2023-05-07
Slovakia,Other bioproducts (from forestry biomass),0.92,metric_ton,Forestry,0.41,4,2023-05-06
Réunion,Other bioproducts (from forestry biomass),0.91,metric_ton,Forestry,0.03,0,2023-05-13
Equatorial Guinea,Other bioproducts (from forestry biomass),0.87,ton,Forestry,0.12,3,2023-05-19
Eritrea,Other bioproducts (from forestry biomass),0.85,ton,Forestry,0.24,2,2023-05-11
Netherlands (the),Other bioproducts (from forestry biomass),0.78,metric_ton,Forestry,0.06,9,2023-05-20
Brunei Darussalam,Other bioproducts (from forestry biomass),0.68,ton,Forestry,0.05,8,2023-05-27
Benin,Other bioproducts (from forestry biomass),0.59,metric_ton,Forestry,0.04,10,2023-05-17
Tanzania United Republic of,Other bioproducts (from forestry biomass),0.57,metric_ton,Forestry,0.09,2,2023-05-02
Holy See (the),Other bioproducts (from forestry biomass),0.56,ton,Forestry,0.08,3,2023-05-20
Sri Lanka,Other bioproducts (from forestry biomass),0.55,metric_ton,Forestry,0.01,2,2023-05-29
Belgium,Other bioproducts (from forestry biomass),0.49,ton,Forestry,0.24,9,2023-05-18
Rwanda,Other bioproducts (from forestry biomass),0.49,ton,Forestry,0.03,2,2023-05-09
American Samoa,Other bioproducts (from forestry biomass),0.48,ton,Forestry,0.01,4,2023-05-17
Guyana,Other bioproducts (from forestry biomass),0.39,ton,Forestry,0.08,3,2023-05-08
Macao,Other bioproducts (from forestry biomass),0.24,ton,Forestry,0.12,10,2023-05-23
Saint Kitts and Nevis,Other bioproducts (from forestry biomass),0.13,ton,Forestry,0.2,3,2023-05-09
Lebanon,Other bioproducts (from forestry biomass),0.03,ton,Forestry,0.06,0,2023-05-11
Kyrgyzstan,Non-metallic minerals,683449000000.0,gram,Minerals and mining,0.12,3,2023-05-02
Liberia,Non-metallic minerals,549940000000.0,gram,Minerals and mining,0.08,0,2023-05-06
Samoa,Non-metallic minerals,491793000000.0,gram,Minerals and mining,0.01,6,2023-05-16
Saint Helena Ascension and Tristan da Cunha,Non-metallic minerals,432557000000.0,gram,Minerals and mining,0.0499999999999999,4,2023-05-19
Israel,Non-metallic minerals,399490000000.0,gram,Minerals and mining,0.38,1,2023-05-04
Isle of Man,Non-metallic minerals,341754000000.0,gram,Minerals and mining,0.25,13,2023-05-16
Gabon,Non-metallic minerals,10106378112.14,ounce,Minerals and mining,0.11,11,2023-05-18
Italy,Non-metallic minerals,8754820986.08,ounce,Minerals and mining,0.03,8,2023-05-20
Botswana,Non-metallic minerals,7471000000.0,gram,Minerals and mining,0.07,4,2023-05-05
Guyana,Non-metallic minerals,5773994831.53,ounce,Minerals and mining,0.16,4,2023-05-09
Moldova (the Republic of),Non-metallic minerals,3732690653.5,ounce,Minerals and mining,0.07,5,2023-05-23
Sri Lanka,Non-metallic minerals,3689691693.89,ounce,Minerals and mining,0.07,6,2023-05-22
Curaçao,Non-metallic minerals,2595070106.67,ounce,Minerals and mining,0.04,12,2023-05-23
Réunion,Non-metallic minerals,1784194473.99,pound,Minerals and mining,0.08,8,2023-05-18
Tajikistan,Non-metallic minerals,951892114.06,pound,Minerals and mining,0.04,4,2023-05-12
Russian Federation (the),Non-metallic minerals,801629000.0,kilogram,Minerals and mining,0.2500000000000001,3,2023-05-11
